 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
32,divorced,Bachelor Degree,Male,37,<15 kms,Consultants,9,6/18/15,10/9/15,51,7,Vertical,Yes,8,No,No
33,married,Master Degree,Male,31,15-20 kms,Job Portals,5,5/25/15,9/24/15,83,6,Vertical,Yes,9,No,No
43,married,Bachelor Degree,Male,33,15-20 kms,Company Website,4,3/12/15,6/24/15,63,6,Lateral,No,19,No,No
34,married,Associate Certification,Male,31,<15 kms,Internal Referrals,3,8/16/15,12/21/15,74,8,Lateral,No,10,No,No
44,married,Associate Degree,Male,34,15-20 kms,Consultants,9,4/12/15,8/19/15,83,6,Lateral,Yes,20,No,No
28,married,Associate Certification,Male,12,> 20 kms,Company Website,3,4/1/16,4/9/16,21,5,Vertical,No,4,No,Yes
34,single,Master Degree,Male,12,15-20 kms,Consultants,10,10/16/15,10/31/15,17,6,Vertical,Yes,10,No,Yes
44,married,Associate Certification,Male,13,15-20 kms,Job Portals,5,3/14/16,3/27/16,20,6,Vertical,Yes,20,No,Yes
32,single,Bachelor Degree,Male,35,<15 kms,Company Website,10,1/19/16,5/5/16,25,8,Lateral,No,8,No,No
40,married,Associate Certification,Male,12,<15 kms,Company Website,3,2/17/16,3/20/16,29,5,Lateral,Yes,16,No,Yes
43,single,Associate Certification,Male,31,<15 kms,Internal Referrals,9,1/27/16,6/7/16,30,6,Lateral,Yes,19,Yes,No
33,married,Associate Certification,Male,10,<15 kms,Internal Referrals,7,3/26/16,3/28/16,15,4,Lateral,Yes,9,No,Yes
42,married,Master Degree,Male,13,> 20 kms,Job Portals,3,9/17/15,10/9/15,20,6,Lateral,Yes,18,Yes,Yes
45,married,Associate Certification,Male,31,> 20 kms,Job Portals,3,3/26/16,7/15/16,68,4,Lateral,No,21,No,No
30,single,Associate Certification,Male,13,> 20 kms,Social Media,5,12/25/15,1/25/16,15,3,Lateral,Yes,6,No,Yes
30,single,Associate Certification,Male,11,15-20 kms,Consultants,5,4/26/15,6/12/15,17,3,Lateral,No,6,No,Yes
44,single,Associate Degree,Male,10,> 20 kms,Social Media,8,3/14/15,4/6/15,23,8,Vertical,No,20,Yes,Yes
45,married,Associate Certification,Male,10,> 20 kms,Company Website,7,6/14/16,7/19/16,23,8,Vertical,No,21,Yes,Yes
29,married,Bachelor Degree,Male,35,<15 kms,Company Website,10,3/2/16,6/18/16,84,5,Vertical,No,5,No,No
30,married,Associate Degree,Male,40,<15 kms,Social Media,3,2/22/16,6/14/16,69,5,Lateral,No,6,Yes,No
36,single,Bachelor Degree,Male,13,> 20 kms,Social Media,7,1/27/16,3/9/16,18,8,Vertical,Yes,12,Yes,Yes
30,married,Associate Certification,Male,10,<15 kms,Company Website,8,4/9/15,5/30/15,25,5,Vertical,No,6,No,Yes
32,married,Bachelor Degree,Male,32,> 20 kms,Company Website,4,4/2/16,7/29/16,54,4,Vertical,Yes,8,No,No
36,single,Associate Certification,Male,12,<15 kms,Social Media,3,9/13/15,9/26/15,29,3,Vertical,No,12,Yes,Yes
37,single,Associate Certification,Male,11,15-20 kms,Internal Referrals,3,11/29/15,1/27/16,21,5,Lateral,Yes,13,No,Yes
32,married,Associate Certification,Male,32,15-20 kms,Job Portals,9,8/20/15,12/12/15,36,4,Vertical,Yes,8,Yes,No
39,married,Associate Certification,Male,40,15-20 kms,Consultants,4,2/22/16,7/5/16,95,3,Lateral,Yes,15,Yes,No
34,divorced,Master Degree,Male,32,<15 kms,Company Website,3,3/31/15,7/23/15,94,7,Lateral,No,10,No,No
30,single,Bachelor Degree,Male,11,<15 kms,Company Website,7,3/21/16,4/3/16,20,3,Lateral,Yes,6,No,Yes
41,married,Associate Certification,Male,13,> 20 kms,Internal Referrals,8,3/14/15,5/9/15,29,5,Lateral,No,17,Yes,Yes
32,married,Associate Certification,Male,13,<15 kms,Company Website,3,5/4/15,5/13/15,30,6,Lateral,Yes,8,Yes,Yes
41,married,Master Degree,Male,10,> 20 kms,Internal Referrals,3,3/14/15,4/8/15,30,4,Vertical,No,11,No,Yes
34,married,Master Degree,Male,38,> 20 kms,Consultants,4,2/13/16,6/5/16,63,8,Vertical,Yes,10,No,No
26,married,Bachelor Degree,Male,11,<15 kms,Social Media,9,3/5/15,3/28/15,20,1,Lateral,No,2,Yes,Yes
37,single,Master Degree,Male,14,> 20 kms,Company Website,7,7/10/15,7/31/15,23,5,Vertical,No,13,No,Yes
31,divorced,Associate Degree,Male,35,<15 kms,Social Media,5,5/7/15,9/14/15,66,5,Vertical,Yes,7,Yes,No
42,single,Master Degree,Male,38,<15 kms,Social Media,4,10/15/15,2/7/16,78,4,Lateral,Yes,18,Yes,No
37,married,Associate Certification,Male,12,15-20 kms,Social Media,3,1/27/16,2/9/16,23,6,Vertical,Yes,13,Yes,Yes
46,married,Master Degree,Male,39,<15 kms,Job Portals,5,4/23/15,9/9/15,41,3,Vertical,Yes,22,No,No
42,single,Master Degree,Male,12,<15 kms,Internal Referrals,10,2/4/15,3/14/15,24,7,Vertical,Yes,18,No,Yes
32,married,Associate Certification,Male,33,<15 kms,Social Media,7,3/21/15,7/6/15,83,3,Vertical,Yes,8,Yes,No
34,single,Master Degree,Male,40,<15 kms,Consultants,8,9/13/15,1/13/16,34,4,Vertical,No,10,Yes,No
42,single,Master Degree,Male,10,15-20 kms,Job Portals,3,4/26/15,5/27/15,23,4,Lateral,Yes,12,Yes,Yes
29,married,Associate Degree,Male,10,> 20 kms,Social Media,3,6/8/15,6/21/15,24,4,Lateral,Yes,5,No,Yes
41,married,Bachelor Degree,Male,39,<15 kms,Job Portals,3,1/21/16,5/26/16,64,5,Lateral,No,17,Yes,No
45,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,5,12/8/15,1/31/16,19,5,Vertical,No,21,Yes,Yes
39,married,Associate Degree,Male,40,> 20 kms,Social Media,6,3/30/16,8/8/16,50,7,Vertical,Yes,15,No,No
38,married,Associate Degree,Male,12,> 20 kms,Internal Referrals,8,9/17/15,9/21/15,28,4,Vertical,No,8,No,Yes
26,married,Associate Degree,Male,13,<15 kms,Company Website,6,4/18/15,5/15/15,17,1,Lateral,No,2,No,Yes
35,single,Associate Degree,Male,11,<15 kms,Company Website,3,6/16/16,8/8/16,23,3,Lateral,Yes,7,No,Yes
26,married,Associate Degree,Male,12,> 20 kms,Company Website,9,11/14/15,12/31/15,26,1,Lateral,No,2,Yes,Yes
30,married,Bachelor Degree,Male,12,> 20 kms,Consultants,4,3/5/15,4/20/15,29,5,Vertical,Yes,6,No,Yes
32,married,Associate Certification,Male,30,<15 kms,Company Website,10,10/19/15,2/1/16,66,5,Vertical,No,8,Yes,No
35,married,Associate Degree,Male,37,> 20 kms,Internal Referrals,7,6/6/15,9/22/15,42,3,Vertical,No,11,No,No
36,married,Associate Degree,Male,13,<15 kms,Internal Referrals,3,8/25/15,9/15/15,22,6,Vertical,Yes,12,No,Yes
41,single,Bachelor Degree,Male,32,15-20 kms,Internal Referrals,9,6/1/16,9/23/16,51,3,Vertical,Yes,17,Yes,No
35,married,Master Degree,Male,33,15-20 kms,Internal Referrals,9,12/17/15,4/8/16,57,3,Vertical,No,11,No,No
39,married,Associate Degree,Male,38,15-20 kms,Consultants,4,12/24/15,4/30/16,33,4,Lateral,Yes,15,Yes,No
29,single,Bachelor Degree,Male,14,> 20 kms,Consultants,9,6/16/15,7/1/15,20,3,Vertical,No,5,No,Yes
30,married,Associate Degree,Male,35,> 20 kms,Company Website,4,7/31/15,12/14/15,25,4,Vertical,No,6,Yes,No
37,married,Associate Degree,Male,32,15-20 kms,Social Media,3,1/8/15,5/7/15,54,6,Lateral,No,13,No,No
27,married,Associate Degree,Male,14,> 20 kms,Company Website,7,2/20/16,3/7/16,27,4,Vertical,Yes,3,Yes,Yes
46,divorced,Associate Degree,Male,39,> 20 kms,Social Media,8,3/14/15,7/4/15,64,6,Lateral,Yes,22,No,No
44,married,Associate Certification,Male,40,<15 kms,Social Media,10,12/25/15,4/8/16,45,4,Lateral,Yes,20,Yes,No
25,divorced,Bachelor Degree,Male,34,> 20 kms,Company Website,6,6/18/15,10/16/15,37,1,Lateral,Yes,1,No,No
35,married,Master Degree,Male,14,15-20 kms,Company Website,3,1/5/15,3/6/15,16,3,Lateral,No,7,No,Yes
32,married,Associate Degree,Male,30,15-20 kms,Consultants,10,3/13/15,7/25/15,54,4,Lateral,No,8,No,No
36,married,Associate Degree,Male,12,<15 kms,Consultants,9,5/25/15,7/12/15,27,4,Vertical,Yes,12,Yes,Yes
45,single,Associate Certification,Male,12,<15 kms,Internal Referrals,7,10/19/15,12/9/15,29,7,Vertical,Yes,21,Yes,Yes
39,married,Associate Certification,Male,14,15-20 kms,Company Website,3,1/11/15,1/23/15,26,8,Vertical,Yes,15,No,Yes
32,married,Associate Certification,Male,10,> 20 kms,Job Portals,3,9/13/15,11/10/15,29,4,Vertical,Yes,8,No,Yes
33,married,Bachelor Degree,Male,13,> 20 kms,Consultants,3,11/14/15,12/18/15,30,3,Lateral,Yes,9,Yes,Yes
37,married,Master Degree,Male,13,> 20 kms,Social Media,7,1/6/15,3/5/15,19,5,Vertical,No,13,No,Yes
31,married,Associate Certification,Male,35,> 20 kms,Social Media,6,3/21/16,7/13/16,92,3,Vertical,Yes,7,Yes,No
32,married,Associate Certification,Male,33,15-20 kms,Company Website,5,2/7/15,6/17/15,36,3,Vertical,Yes,8,No,No
26,married,Associate Degree,Male,11,<15 kms,Social Media,3,3/14/15,4/22/15,24,1,Vertical,Yes,2,Yes,Yes
46,married,Master Degree,Male,34,<15 kms,Job Portals,8,12/19/15,4/14/16,89,6,Lateral,Yes,22,Yes,No
38,married,Associate Degree,Male,10,> 20 kms,Internal Referrals,5,8/20/15,9/16/15,23,7,Lateral,Yes,14,Yes,Yes
28,married,Associate Degree,Male,30,> 20 kms,Company Website,9,1/5/15,4/22/15,26,5,Vertical,Yes,4,Yes,No
30,married,Associate Certification,Male,36,<15 kms,Job Portals,9,2/13/16,6/29/16,64,5,Lateral,Yes,6,No,No
34,married,Associate Certification,Male,33,> 20 kms,Social Media,3,11/24/15,3/29/16,62,4,Vertical,Yes,10,No,No
36,married,Associate Degree,Male,13,<15 kms,Internal Referrals,6,4/7/16,5/25/16,26,5,Lateral,No,12,No,Yes
40,divorced,Associate Degree,Male,31,15-20 kms,Company Website,10,12/11/15,4/23/16,92,6,Lateral,No,16,Yes,No
34,single,Master Degree,Male,30,<15 kms,Internal Referrals,9,2/1/16,6/14/16,60,8,Vertical,Yes,10,No,No
37,married,Master Degree,Male,38,<15 kms,Internal Referrals,8,9/2/15,12/13/15,79,4,Vertical,No,13,No,No
44,married,Bachelor Degree,Male,32,<15 kms,Job Portals,3,5/22/15,10/4/15,60,6,Lateral,Yes,20,No,No
46,married,Bachelor Degree,Male,10,<15 kms,Job Portals,6,3/14/16,3/26/16,16,6,Lateral,Yes,22,Yes,Yes
40,married,Associate Degree,Male,40,<15 kms,Company Website,10,10/19/15,2/7/16,34,8,Lateral,Yes,16,No,No
27,married,Bachelor Degree,Male,11,> 20 kms,Consultants,5,1/4/15,2/16/15,17,3,Vertical,Yes,3,No,Yes
25,married,Associate Degree,Male,10,<15 kms,Job Portals,8,2/27/16,4/24/16,26,1,Vertical,Yes,1,No,Yes
41,married,Associate Certification,Male,13,15-20 kms,Internal Referrals,7,4/21/16,5/8/16,21,4,Vertical,No,17,Yes,Yes
30,married,Associate Certification,Male,35,> 20 kms,Company Website,10,1/19/16,5/10/16,28,5,Vertical,No,6,No,No
40,single,Associate Certification,Male,12,> 20 kms,Company Website,6,4/24/16,6/5/16,15,6,Vertical,Yes,16,No,Yes
29,married,Associate Degree,Male,13,15-20 kms,Consultants,7,12/24/15,2/4/16,18,3,Lateral,No,5,Yes,Yes
43,single,Master Degree,Male,11,15-20 kms,Internal Referrals,4,3/31/15,4/4/15,15,5,Vertical,Yes,19,No,Yes
38,married,Bachelor Degree,Male,12,15-20 kms,Internal Referrals,4,7/18/15,8/8/15,27,4,Vertical,Yes,14,Yes,Yes
29,married,Associate Degree,Male,35,> 20 kms,Consultants,4,4/12/15,7/27/15,32,4,Vertical,Yes,5,Yes,No
45,married,Associate Certification,Male,33,> 20 kms,Internal Referrals,6,6/27/15,11/1/15,66,7,Vertical,No,21,Yes,No
29,married,Associate Certification,Male,33,15-20 kms,Social Media,3,9/24/15,1/16/16,64,3,Lateral,No,5,No,No
26,divorced,Associate Degree,Male,35,<15 kms,Consultants,10,10/7/15,2/2/16,72,1,Lateral,No,2,Yes,No
42,married,Associate Certification,Male,12,15-20 kms,Internal Referrals,3,8/16/15,9/25/15,18,6,Lateral,Yes,18,No,Yes
27,married,Associate Degree,Male,13,<15 kms,Company Website,3,9/9/15,10/25/15,30,5,Vertical,Yes,3,No,Yes
35,divorced,Associate Certification,Male,10,<15 kms,Job Portals,10,7/31/15,8/24/15,25,3,Vertical,No,11,Yes,Yes
25,married,Bachelor Degree,Male,10,<15 kms,Internal Referrals,10,1/20/16,2/29/16,15,1,Vertical,No,1,Yes,Yes
46,married,Associate Degree,Male,13,<15 kms,Company Website,5,7/24/15,8/26/15,17,6,Vertical,No,22,Yes,Yes
29,single,Bachelor Degree,Male,31,> 20 kms,Job Portals,7,1/21/16,5/3/16,53,3,Lateral,Yes,5,No,No
42,married,Associate Certification,Male,14,> 20 kms,Social Media,3,3/21/16,5/4/16,27,8,Lateral,Yes,18,No,Yes
39,single,Bachelor Degree,Male,13,<15 kms,Company Website,8,1/11/15,1/15/15,24,4,Vertical,No,15,Yes,Yes
40,single,Bachelor Degree,Male,30,15-20 kms,Internal Referrals,10,6/13/15,10/30/15,53,3,Lateral,No,16,No,No
38,single,Associate Degree,Male,31,15-20 kms,Internal Referrals,10,6/5/15,10/4/15,42,8,Vertical,No,14,No,No
46,single,Bachelor Degree,Male,34,<15 kms,Job Portals,3,3/29/16,7/12/16,94,8,Lateral,Yes,22,No,No
29,married,Bachelor Degree,Male,40,<15 kms,Consultants,10,10/29/15,2/7/16,64,5,Lateral,No,5,No,No
39,single,Associate Degree,Male,30,> 20 kms,Internal Referrals,8,8/12/15,12/7/15,63,5,Lateral,No,15,Yes,No
34,single,Bachelor Degree,Male,31,> 20 kms,Social Media,4,1/10/15,4/22/15,64,6,Lateral,Yes,10,No,No
32,single,Associate Degree,Male,32,15-20 kms,Internal Referrals,3,11/14/15,4/1/16,59,5,Lateral,No,8,Yes,No
46,divorced,Master Degree,Male,35,<15 kms,Internal Referrals,7,8/16/15,11/25/15,57,3,Lateral,Yes,22,No,No
34,married,Associate Degree,Male,14,> 20 kms,Job Portals,3,9/13/15,10/4/15,18,3,Vertical,Yes,10,No,Yes
28,single,Associate Degree,Male,38,<15 kms,Consultants,5,3/14/16,7/31/16,66,5,Lateral,No,4,No,No
28,married,Associate Certification,Male,32,15-20 kms,Company Website,5,1/10/15,5/11/15,94,3,Lateral,Yes,4,Yes,No
25,married,Bachelor Degree,Female,39,> 20 kms,Social Media,3,5/9/15,9/5/15,59,1,Vertical,Yes,1,Yes,No
46,single,Associate Degree,Male,13,<15 kms,Company Website,4,8/16/15,8/17/15,29,8,Vertical,Yes,22,No,Yes
42,single,Bachelor Degree,Male,11,15-20 kms,Company Website,5,10/9/15,11/28/15,23,5,Lateral,No,9,No,Yes
37,married,Bachelor Degree,Female,32,> 20 kms,Job Portals,10,6/16/15,9/25/15,63,6,Vertical,Yes,13,No,No
27,married,Associate Certification,Male,11,15-20 kms,Job Portals,3,12/25/15,2/17/16,20,5,Lateral,No,3,Yes,Yes
32,single,Bachelor Degree,Male,12,15-20 kms,Consultants,5,6/16/15,7/2/15,17,3,Lateral,No,8,Yes,Yes
40,married,Associate Degree,Male,11,<15 kms,Job Portals,9,9/6/15,9/12/15,21,4,Vertical,Yes,10,No,Yes
41,divorced,Associate Degree,Male,12,15-20 kms,Social Media,4,8/17/15,9/17/15,23,5,Vertical,Yes,17,No,Yes
35,married,Associate Certification,Female,35,15-20 kms,Social Media,6,9/13/15,12/25/15,61,4,Vertical,No,11,No,No
27,married,Bachelor Degree,Male,11,15-20 kms,Job Portals,7,1/12/15,2/22/15,27,3,Lateral,Yes,3,Yes,Yes
28,married,Bachelor Degree,Male,12,<15 kms,Social Media,8,5/12/15,5/13/15,18,5,Vertical,Yes,4,Yes,Yes
27,married,Associate Degree,Male,12,> 20 kms,Social Media,8,10/17/15,11/28/15,19,4,Vertical,Yes,3,Yes,Yes
32,married,Associate Certification,Male,10,> 20 kms,Consultants,5,3/29/15,5/22/15,23,3,Vertical,No,8,Yes,Yes
25,single,Associate Certification,Female,32,15-20 kms,Job Portals,6,6/19/15,10/26/15,84,1,Vertical,Yes,1,No,No
26,single,Associate Degree,Female,30,<15 kms,Job Portals,3,4/30/16,8/29/16,52,1,Lateral,Yes,2,No,No
32,married,Associate Degree,Male,14,<15 kms,Job Portals,8,10/25/15,10/30/15,19,5,Vertical,No,8,Yes,Yes
27,married,Bachelor Degree,Female,35,> 20 kms,Company Website,10,5/9/15,9/26/15,63,4,Vertical,No,3,No,No
34,single,Associate Degree,Female,33,<15 kms,Internal Referrals,10,8/16/15,12/26/15,72,3,Vertical,Yes,10,No,No
33,married,Associate Degree,Female,35,> 20 kms,Company Website,8,10/16/15,2/2/16,51,7,Vertical,Yes,9,No,No
27,married,Associate Certification,Male,13,> 20 kms,Consultants,3,4/5/15,5/14/15,30,4,Lateral,No,3,Yes,Yes
30,married,Associate Degree,Female,35,15-20 kms,Company Website,9,8/20/15,12/23/15,66,4,Vertical,No,6,Yes,No
31,married,Bachelor Degree,Female,35,<15 kms,Consultants,3,6/19/15,10/20/15,41,3,Lateral,Yes,7,Yes,No
36,single,Associate Certification,Male,10,<15 kms,Job Portals,4,3/21/16,4/5/16,17,3,Vertical,Yes,8,No,Yes
35,single,Bachelor Degree,Male,10,> 20 kms,Consultants,3,10/16/15,10/20/15,25,7,Lateral,No,11,No,Yes
36,married,Associate Certification,Male,10,<15 kms,Social Media,8,2/8/15,2/22/15,28,8,Vertical,Yes,12,No,Yes
44,single,Associate Degree,Female,31,<15 kms,Social Media,6,3/29/15,7/22/15,44,5,Lateral,Yes,20,No,No
35,single,Associate Certification,Male,13,15-20 kms,Social Media,5,3/31/15,5/1/15,24,4,Lateral,No,11,No,Yes
25,married,Associate Certification,Male,14,<15 kms,Internal Referrals,4,12/24/15,2/17/16,25,1,Lateral,Yes,1,Yes,Yes
39,married,Associate Certification,Male,13,<15 kms,Company Website,4,11/14/15,12/17/15,23,6,Vertical,No,15,No,Yes
26,single,Bachelor Degree,Male,14,<15 kms,Consultants,10,3/12/15,4/24/15,16,1,Vertical,Yes,2,No,Yes
28,single,Associate Degree,Male,13,15-20 kms,Consultants,3,11/14/15,1/1/16,21,4,Lateral,No,4,No,Yes
39,married,Bachelor Degree,Male,13,> 20 kms,Social Media,9,11/14/15,11/16/15,25,4,Vertical,Yes,9,Yes,Yes
44,married,Associate Certification,Female,39,> 20 kms,Company Website,8,9/22/15,1/24/16,95,8,Vertical,Yes,20,Yes,No
32,married,Associate Degree,Female,31,> 20 kms,Consultants,3,9/11/15,1/26/16,92,7,Lateral,No,8,No,No
30,married,Associate Degree,Male,12,<15 kms,Social Media,3,9/12/15,10/11/15,29,3,Lateral,Yes,6,Yes,Yes
46,single,Associate Degree,Male,14,> 20 kms,Social Media,6,9/22/15,11/11/15,26,7,Vertical,Yes,22,Yes,Yes
39,married,Bachelor Degree,Male,14,<15 kms,Job Portals,7,10/25/15,12/19/15,30,7,Vertical,Yes,15,Yes,Yes
35,married,Associate Certification,Female,35,<15 kms,Job Portals,7,5/7/16,8/28/16,41,8,Lateral,No,11,No,No
35,married,Master Degree,Male,14,> 20 kms,Social Media,3,3/27/15,3/28/15,29,4,Lateral,No,11,No,Yes
40,married,Associate Certification,Male,13,<15 kms,Internal Referrals,8,11/24/15,1/19/16,23,5,Lateral,No,16,No,Yes
32,married,Associate Degree,Male,10,15-20 kms,Job Portals,7,4/2/16,6/1/16,20,7,Lateral,No,8,Yes,Yes
43,divorced,Bachelor Degree,Female,40,<15 kms,Job Portals,6,6/19/15,10/1/15,91,6,Vertical,No,19,No,No
28,married,Associate Degree,Female,32,15-20 kms,Internal Referrals,3,10/8/15,2/1/16,73,5,Lateral,Yes,4,No,No
27,divorced,Associate Degree,Female,32,<15 kms,Job Portals,8,6/16/15,10/10/15,68,3,Lateral,No,3,No,No
31,married,Bachelor Degree,Male,10,<15 kms,Consultants,6,10/15/15,11/8/15,20,3,Lateral,No,7,Yes,Yes
31,married,Bachelor Degree,Female,32,15-20 kms,Internal Referrals,9,6/19/15,10/14/15,75,3,Vertical,Yes,7,No,No
36,married,Associate Degree,Female,34,<15 kms,Social Media,10,4/1/16,7/22/16,55,7,Vertical,Yes,12,Yes,No
40,divorced,Bachelor Degree,Female,34,> 20 kms,Job Portals,5,9/10/15,12/29/15,74,3,Lateral,No,16,Yes,No
45,single,Associate Degree,Female,35,> 20 kms,Internal Referrals,8,2/13/16,6/23/16,28,6,Lateral,No,21,No,No
30,married,Bachelor Degree,Female,34,<15 kms,Company Website,3,2/3/15,6/17/15,77,4,Vertical,Yes,6,No,No
32,married,Associate Degree,Male,12,<15 kms,Company Website,6,9/13/15,10/1/15,15,5,Lateral,Yes,8,Yes,Yes
37,married,Master Degree,Male,13,15-20 kms,Social Media,7,6/24/15,8/5/15,22,6,Lateral,No,13,Yes,Yes
40,single,Associate Certification,Male,11,<15 kms,Job Portals,10,1/2/16,1/17/16,15,3,Vertical,No,13,No,Yes
39,married,Bachelor Degree,Female,34,> 20 kms,Consultants,4,4/3/16,8/7/16,69,8,Vertical,No,15,Yes,No
36,single,Associate Certification,Female,32,> 20 kms,Social Media,8,3/5/15,6/15/15,73,5,Lateral,No,12,Yes,No
28,single,Bachelor Degree,Male,14,15-20 kms,Company Website,6,9/24/15,10/6/15,17,3,Vertical,No,4,Yes,Yes
39,single,Associate Certification,Male,11,<15 kms,Internal Referrals,10,2/22/16,2/26/16,17,5,Lateral,No,15,No,Yes
43,married,Master Degree,Female,36,15-20 kms,Company Website,8,6/19/15,10/30/15,34,5,Vertical,Yes,19,No,No
46,single,Associate Certification,Male,10,> 20 kms,Consultants,7,6/23/15,8/1/15,16,7,Vertical,No,22,No,Yes
33,married,Master Degree,Female,36,15-20 kms,Consultants,9,5/16/15,8/27/15,54,5,Vertical,Yes,9,No,No
40,married,Associate Degree,Male,12,15-20 kms,Internal Referrals,3,4/30/15,6/14/15,22,4,Lateral,Yes,16,Yes,Yes
30,married,Bachelor Degree,Male,11,15-20 kms,Consultants,3,2/23/16,3/8/16,28,4,Vertical,Yes,6,No,Yes
45,married,Bachelor Degree,Female,34,> 20 kms,Job Portals,4,2/2/16,5/29/16,53,3,Lateral,Yes,21,Yes,No
25,married,Associate Degree,Male,14,> 20 kms,Consultants,3,1/15/16,3/6/16,23,1,Lateral,No,1,No,Yes
39,married,Associate Degree,Male,10,15-20 kms,Internal Referrals,6,6/16/15,6/27/15,26,3,Lateral,Yes,12,No,Yes
37,married,Bachelor Degree,Female,32,<15 kms,Company Website,8,3/31/15,7/20/15,43,5,Lateral,Yes,13,No,No
27,married,Associate Degree,Male,12,<15 kms,Company Website,6,2/13/16,2/16/16,16,5,Lateral,Yes,3,Yes,Yes
31,married,Bachelor Degree,Female,40,<15 kms,Internal Referrals,5,11/24/15,3/10/16,45,3,Lateral,No,7,Yes,No
44,married,Master Degree,Male,13,> 20 kms,Internal Referrals,10,9/13/15,10/3/15,24,8,Vertical,Yes,20,Yes,Yes
37,single,Master Degree,Female,30,<15 kms,Company Website,5,5/22/15,10/2/15,27,4,Lateral,Yes,13,Yes,No
25,married,Associate Certification,Male,10,<15 kms,Social Media,8,3/27/15,5/10/15,17,1,Vertical,Yes,1,No,Yes
27,married,Bachelor Degree,Male,11,<15 kms,Consultants,8,12/19/15,3/25/16,20,5,Lateral,Yes,3,No,Yes
31,single,Bachelor Degree,Female,35,15-20 kms,Job Portals,10,2/23/16,7/4/16,32,4,Vertical,No,7,Yes,No
38,single,Master Degree,Female,33,> 20 kms,Job Portals,3,10/29/15,3/6/16,88,7,Lateral,Yes,14,No,No
38,married,Associate Degree,Male,13,<15 kms,Consultants,3,3/30/16,5/19/16,20,4,Vertical,No,8,Yes,Yes
28,married,Associate Degree,Male,13,15-20 kms,Job Portals,5,3/21/16,5/22/16,16,3,Lateral,No,4,Yes,Yes
42,divorced,Bachelor Degree,Female,34,15-20 kms,Social Media,9,5/25/15,10/4/15,51,4,Vertical,Yes,18,Yes,No
38,single,Master Degree,Male,12,> 20 kms,Internal Referrals,8,2/15/16,4/24/16,24,3,Lateral,Yes,11,Yes,Yes
29,married,Bachelor Degree,Male,13,> 20 kms,Internal Referrals,10,4/9/15,6/24/15,24,4,Lateral,No,5,Yes,Yes
40,married,Associate Degree,Male,10,> 20 kms,Social Media,8,7/4/15,10/9/15,28,5,Vertical,No,16,Yes,Yes
27,divorced,Associate Degree,Female,30,15-20 kms,Internal Referrals,4,10/16/15,2/16/16,65,5,Vertical,No,6,Yes,No
27,married,Associate Degree,Male,14,15-20 kms,Social Media,8,4/9/15,7/17/15,29,5,Lateral,Yes,3,Yes,Yes
25,single,Bachelor Degree,Male,11,15-20 kms,Social Media,6,7/15/15,9/9/15,16,1,Vertical,No,1,No,Yes
41,married,Associate Degree,Female,35,15-20 kms,Consultants,6,8/25/15,1/7/16,39,8,Lateral,No,17,Yes,No
39,married,Bachelor Degree,Male,13,<15 kms,Social Media,5,5/31/15,7/23/15,30,3,Lateral,Yes,12,No,Yes
